注：晨光始昏影终以及月出月没时刻均为北京时间；月出或月没时刻中如果小时的数据为55，表明当天没有月出或月没。
青海冷湖：纬度=38:33:14.69N 经度= 93:48:43.18E
          天文晨光始  航海晨光始  民用晨光始  民用昏影终  航海昏影终  天文昏影终   月出   月没
20190206     07:16       07:47       08:19       19:40       20:11       20:42    09:40  20:30
20190207     07:15       07:46       08:18       19:41       20:12       20:43    10:11  21:27
20190208     07:14       07:45       08:17       19:42       20:13       20:44    10:39  22:24
20190209     07:13       07:44       08:16       19:43       20:14       20:45    11:07  23:21
20190210     07:12       07:43       08:15       19:44       20:15       20:46    11:34  55:21
20190211     07:11       07:42       08:14       19:45       20:16       20:47    12:03  00:19
20190212     07:10       07:41       08:12       19:46       20:17       20:48    12:34  01:19
20190213     07:09       07:40       08:11       19:47       20:18       20:49    13:09  02:21
20190214     07:08       07:39       08:10       19:48       20:19       20:50    13:49  03:24
20190215     07:07       07:38       08:09       19:49       20:20       20:51    14:37  04:29
20190216     07:06       07:37       08:08       19:50       20:21       20:52    15:33  05:33
20190217     07:05       07:36       08:07       19:51       20:22       20:53    16:38  06:35
20190218     07:04       07:35       08:06       19:52       20:23       20:54    17:49  07:30
20190219     07:03       07:33       08:04       19:53       20:24       20:55    19:04  08:20
20190220     07:02       07:32       08:03       19:54       20:25       20:56    20:19  09:03
20190221     07:00       07:31       08:02       19:55       20:26       20:57    21:32  09:42
20190222     06:59       07:30       08:01       19:57       20:27       20:58    22:44  10:17
20190223     06:58       07:29       07:59       19:58       20:28       20:59    23:53  10:51
20190224     06:57       07:27       07:58       19:59       20:29       21:00    55:53  11:24
20190225     06:55       07:26       07:57       20:00       20:30       21:01    00:59  11:59
20190226     06:54       07:25       07:55       20:01       20:31       21:02    02:03  12:36
20190227     06:53       07:23       07:54       20:02       20:32       21:03    03:04  13:16
20190228     06:51       07:22       07:53       20:03       20:33       21:04    04:02  14:00
20190301     06:50       07:21       07:51       20:04       20:34       21:05    04:56  14:47
20190302     06:48       07:19       07:50       20:05       20:35       21:06    05:45  15:38
20190303     06:47       07:18       07:48       20:06       20:36       21:07    06:28  16:32
20190304     06:46       07:16       07:47       20:07       20:37       21:08    07:07  17:28
20190305     06:44       07:15       07:46       20:08       20:38       21:09    07:42  18:24
20190306     06:43       07:13       07:44       20:09       20:39       21:10    08:13  19:21
20190307     06:41       07:12       07:43       20:10       20:40       21:11    08:42  20:18
20190308     06:40       07:11       07:41       20:11       20:41       21:12    09:10  21:16
20190309     06:38       07:09       07:40       20:12       20:42       21:13    09:38  22:14
20190310     06:37       07:08       07:38       20:13       20:43       21:14    10:06  23:13
20190311     06:35       07:06       07:37       20:14       20:44       21:15    10:36  55:13
20190312     06:34       07:05       07:35       20:15       20:45       21:16    11:09  00:14
20190313     06:32       07:03       07:34       20:16       20:46       21:18    11:46  01:16
20190314     06:30       07:01       07:32       20:17       20:47       21:19    12:30  02:19
20190315     06:29       07:00       07:31       20:18       20:48       21:20    13:21  03:21
20190316     06:27       06:58       07:29       20:19       20:49       21:21    14:19  04:22
20190317     06:26       06:57       07:28       20:20       20:50       21:22    15:25  05:18
20190318     06:24       06:55       07:26       20:21       20:51       21:23    16:37  06:08
20190319     06:22       06:54       07:25       20:22       20:52       21:24    17:50  06:53
20190320     06:21       06:52       07:23       20:23       20:53       21:25    19:04  07:33
20190321     06:19       06:50       07:21       20:24       20:54       21:26    20:18  08:10
20190322     06:17       06:49       07:20       20:24       20:56       21:27    21:29  08:44
20190323     06:16       06:47       07:18       20:25       20:57       21:28    22:39  09:19
20190324     06:14       06:46       07:17       20:26       20:58       21:29    23:47  09:53
20190325     06:12       06:44       07:15       20:27       20:59       21:30    55:47  10:30
20190326     06:11       06:42       07:14       20:28       21:00       21:31    00:52  11:10
20190327     06:09       06:41       07:12       20:29       21:01       21:33    01:53  11:53
20190328     06:07       06:39       07:10       20:30       21:02       21:34    02:50  12:41
20190329     06:05       06:37       07:09       20:31       21:03       21:35    03:41  13:31
20190330     06:04       06:36       07:07       20:32       21:04       21:36    04:27  14:25
20190331     06:02       06:34       07:06       20:33       21:05       21:37    05:07  15:20
20190401     06:00       06:33       07:04       20:34       21:06       21:38    05:43  16:17
20190402     05:59       06:31       07:02       20:35       21:07       21:39    06:16  17:14
20190403     05:57       06:29       07:01       20:36       21:08       21:41    06:45  18:11
20190404     05:55       06:28       06:59       20:37       21:09       21:42    07:13  19:09
20190405     05:53       06:26       06:58       20:38       21:10       21:43    07:41  20:07
20190406     05:52       06:24       06:56       20:39       21:11       21:44    08:09  21:07
20190407     05:50       06:23       06:55       20:40       21:12       21:45    08:38  22:08
20190408     05:48       06:21       06:53       20:41       21:13       21:47    09:10  23:10
20190409     05:46       06:19       06:52       20:42       21:14       21:48    09:46  55:10
20190410     05:44       06:18       06:50       20:43       21:15       21:49    10:27  00:13
20190411     05:43       06:16       06:48       20:44       21:17       21:50    11:15  01:16
20190412     05:41       06:15       06:47       20:45       21:18       21:51    12:11  02:16
20190413     05:39       06:13       06:45       20:46       21:19       21:53    13:13  03:13
20190414     05:37       06:11       06:44       20:47       21:20       21:54    14:20  04:03
20190415     05:36       06:10       06:42       20:48       21:21       21:55    15:30  04:48
20190416     05:34       06:08       06:41       20:49       21:22       21:56    16:42  05:29
20190417     05:32       06:07       06:39       20:50       21:23       21:58    17:54  06:05
20190418     05:30       06:05       06:38       20:51       21:24       21:59    19:05  06:39
20190419     05:29       06:03       06:36       20:52       21:25       22:00    20:16  07:13
20190420     05:27       06:02       06:35       20:53       21:27       22:02    21:25  07:47
20190421     05:25       06:00       06:34       20:54       21:28       22:03    22:33  08:23
20190422     05:24       05:59       06:32       20:55       21:29       22:04    23:38  09:02
20190423     05:22       05:57       06:31       20:56       21:30       22:06    55:38  09:44
20190424     05:20       05:56       06:29       20:57       21:31       22:07    00:38  10:31
20190425     05:18       05:54       06:28       20:58       21:32       22:08    01:33  11:21
20190426     05:17       05:53       06:27       20:59       21:34       22:10    02:22  12:15
20190427     05:15       05:51       06:25       21:01       21:35       22:11    03:06  13:10
20190428     05:13       05:50       06:24       21:02       21:36       22:12    03:43  14:07
20190429     05:12       05:48       06:23       21:03       21:37       22:14    04:17  15:04
20190430     05:10       05:47       06:21       21:04       21:38       22:15    04:47  16:01
20190501     05:08       05:45       06:20       21:05       21:39       22:16    05:16  16:58
20190502     05:07       05:44       06:19       21:06       21:41       22:18    05:43  17:57
20190503     05:05       05:43       06:17       21:07       21:42       22:19    06:11  18:56
20190504     05:04       05:41       06:16       21:08       21:43       22:21    06:39  19:57
20190505     05:02       05:40       06:15       21:09       21:44       22:22    07:10  21:01
20190506     05:01       05:39       06:14       21:10       21:45       22:23    07:45  22:05
20190507     04:59       05:37       06:13       21:11       21:46       22:25    08:25  23:09
20190508     04:58       05:36       06:11       21:12       21:48       22:26    09:12  55:09
20190509     04:56       05:35       06:10       21:13       21:49       22:28    10:05  00:12
20190510     04:55       05:33       06:09       21:14       21:50       22:29    11:05  01:10
20190511     04:53       05:32       06:08       21:15       21:51       22:30    12:11  02:02
20190512     04:52       05:31       06:07       21:16       21:52       22:32    13:20  02:49
20190513     04:50       05:30       06:06       21:17       21:53       22:33    14:30  03:29
20190514     04:49       05:29       06:05       21:18       21:54       22:34    15:39  04:06
20190515     04:47       05:27       06:04       21:19       21:56       22:36    16:49  04:39
20190516     04:46       05:26       06:03       21:20       21:57       22:37    17:58  05:12
20190517     04:45       05:25       06:02       21:21       21:58       22:38    19:06  05:44
20190518     04:44       05:24       06:01       21:22       21:59       22:40    20:14  06:18
20190519     04:42       05:23       06:00       21:23       22:00       22:41    21:20  06:55
20190520     04:41       05:22       05:59       21:24       22:01       22:42    22:23  07:35
20190521     04:40       05:21       05:59       21:25       22:02       22:44    23:22  08:20
20190522     04:39       05:20       05:58       21:26       22:03       22:45    55:22  09:10
20190523     04:38       05:19       05:57       21:26       22:04       22:46    00:15  10:03
20190524     04:36       05:18       05:56       21:27       22:05       22:48    01:01  10:58
20190525     04:35       05:18       05:56       21:28       22:06       22:49    01:42  11:55
20190526     04:34       05:17       05:55       21:29       22:07       22:50    02:17  12:52
20190527     04:33       05:16       05:54       21:30       22:08       22:51    02:49  13:50
20190528     04:32       05:15       05:54       21:31       22:09       22:52    03:17  14:47
20190529     04:32       05:15       05:53       21:32       22:10       22:53    03:45  15:44
20190530     04:31       05:14       05:52       21:32       22:11       22:55    04:12  16:43
20190531     04:30       05:13       05:52       21:33       22:12       22:56    04:39  17:43
20190601     04:29       05:13       05:51       21:34       22:13       22:57    05:09  18:46
20190602     04:28       05:12       05:51       21:35       22:14       22:58    05:42  19:50
20190603     04:28       05:12       05:51       21:35       22:15       22:59    06:20  20:56
20190604     04:27       05:11       05:50       21:36       22:15       23:00    07:05  22:01
20190605     04:26       05:11       05:50       21:37       22:16       23:01    07:57  23:03
20190606     04:26       05:10       05:50       21:38       22:17       23:02    08:56  23:59
20190607     04:25       05:10       05:49       21:38       22:18       23:02    10:02  55:59
20190608     04:25       05:09       05:49       21:39       22:18       23:03    11:11  00:48
20190609     04:24       05:09       05:49       21:39       22:19       23:04    12:21  01:31
20190610     04:24       05:09       05:49       21:40       22:20       23:05    13:31  02:09
20190611     04:23       05:09       05:48       21:40       22:20       23:06    14:39  02:43
20190612     04:23       05:09       05:48       21:41       22:21       23:06    15:47  03:15
20190613     04:23       05:08       05:48       21:41       22:21       23:07    16:54  03:46
20190614     04:23       05:08       05:48       21:42       22:22       23:07    18:00  04:18
20190615     04:23       05:08       05:48       21:42       22:22       23:08    19:06  04:53
20190616     04:22       05:08       05:48       21:43       22:23       23:08    20:10  05:31
20190617     04:22       05:08       05:48       21:43       22:23       23:09    21:10  06:13
20190618     04:22       05:08       05:48       21:43       22:23       23:09    22:06  07:00
20190619     04:22       05:08       05:48       21:44       22:24       23:10    22:55  07:52
20190620     04:23       05:08       05:49       21:44       22:24       23:10    23:38  08:47
20190621     04:23       05:09       05:49       21:44       22:24       23:10    55:38  09:44
20190622     04:23       05:09       05:49       21:44       22:24       23:10    00:16  10:41
20190623     04:23       05:09       05:49       21:45       22:25       23:10    00:49  11:39
20190624     04:23       05:09       05:49       21:45       22:25       23:11    01:19  12:36
20190625     04:24       05:10       05:50       21:45       22:25       23:11    01:46  13:32
20190626     04:24       05:10       05:50       21:45       22:25       23:11    02:13  14:30
20190627     04:25       05:10       05:50       21:45       22:25       23:11    02:40  15:28
20190628     04:25       05:11       05:51       21:45       22:25       23:10    03:08  16:29
20190629     04:26       05:11       05:51       21:45       22:25       23:10    03:39  17:32
20190630     04:26       05:12       05:52       21:45       22:25       23:10    04:14  18:37
20190701     04:27       05:12       05:52       21:45       22:24       23:10    04:55  19:44
20190702     04:28       05:13       05:53       21:45       22:24       23:10    05:44  20:48
20190703     04:28       05:13       05:53       21:44       22:24       23:09    06:41  21:48
20190704     04:29       05:14       05:54       21:44       22:24       23:09    07:46  22:42
20190705     04:30       05:15       05:54       21:44       22:23       23:08    08:56  23:29
20190706     04:31       05:15       05:55       21:44       22:23       23:08    10:09  55:29
20190707     04:31       05:16       05:56       21:43       22:23       23:07    11:20  00:09
20190708     04:32       05:17       05:56       21:43       22:22       23:07    12:31  00:45
20190709     04:33       05:18       05:57       21:43       22:22       23:06    13:39  01:18
20190710     04:34       05:18       05:58       21:42       22:21       23:05    14:46  01:49
20190711     04:35       05:19       05:58       21:42       22:21       23:05    15:53  02:21
20190712     04:36       05:20       05:59       21:41       22:20       23:04    16:58  02:55
20190713     04:37       05:21       06:00       21:41       22:20       23:03    18:01  03:31
20190714     04:38       05:22       06:00       21:40       22:19       23:02    19:02  04:11
20190715     04:39       05:23       06:01       21:40       22:18       23:01    19:58  04:55
20190716     04:41       05:24       06:02       21:39       22:17       23:00    20:50  05:45
20190717     04:42       05:25       06:03       21:38       22:17       22:59    21:35  06:38
20190718     04:43       05:25       06:04       21:38       22:16       22:58    22:15  07:34
20190719     04:44       05:26       06:05       21:37       22:15       22:57    22:49  08:32
20190720     04:45       05:27       06:05       21:36       22:14       22:56    23:20  09:29
20190721     04:46       05:28       06:06       21:36       22:13       22:55    23:49  10:26
20190722     04:48       05:29       06:07       21:35       22:12       22:54    55:49  11:23
20190723     04:49       05:30       06:08       21:34       22:11       22:53    00:15  12:20
20190724     04:50       05:31       06:09       21:33       22:10       22:51    00:41  13:17
20190725     04:51       05:33       06:10       21:32       22:09       22:50    01:08  14:15
20190726     04:53       05:34       06:11       21:31       22:08       22:49    01:37  15:16
20190727     04:54       05:35       06:12       21:30       22:07       22:48    02:10  16:19
20190728     04:55       05:36       06:13       21:29       22:06       22:46    02:47  17:24
20190729     04:57       05:37       06:13       21:28       22:05       22:45    03:31  18:28
20190730     04:58       05:38       06:14       21:27       22:04       22:44    04:24  19:31
20190731     04:59       05:39       06:15       21:26       22:03       22:42    05:25  20:28
20190801     05:01       05:40       06:16       21:25       22:01       22:41    06:34  21:19
20190802     05:02       05:41       06:17       21:24       22:00       22:39    07:47  22:04
20190803     05:03       05:42       06:18       21:23       21:59       22:38    09:02  22:43
20190804     05:05       05:43       06:19       21:22       21:58       22:36    10:15  23:18
20190805     05:06       05:45       06:20       21:21       21:56       22:35    11:27  23:51
20190806     05:07       05:46       06:21       21:20       21:55       22:33    12:37  55:51
20190807     05:09       05:47       06:22       21:18       21:54       22:32    13:44  00:23
20190808     05:10       05:48       06:23       21:17       21:52       22:30    14:51  00:56
20190809     05:11       05:49       06:24       21:16       21:51       22:28    15:55  01:32
20190810     05:13       05:50       06:25       21:15       21:50       22:27    16:56  02:10
20190811     05:14       05:51       06:26       21:13       21:48       22:25    17:54  02:53
20190812     05:15       05:52       06:27       21:12       21:47       22:24    18:46  03:41
20190813     05:16       05:53       06:28       21:11       21:45       22:22    19:33  04:33
20190814     05:18       05:54       06:29       21:09       21:44       22:20    20:14  05:28
20190815     05:19       05:56       06:30       21:08       21:42       22:19    20:50  06:25
20190816     05:20       05:57       06:31       21:07       21:41       22:17    21:22  07:22
20190817     05:22       05:58       06:32       21:05       21:39       22:15    21:51  08:19
20190818     05:23       05:59       06:33       21:04       21:38       22:13    22:18  09:16
20190819     05:24       06:00       06:34       21:02       21:36       22:12    22:44  10:13
20190820     05:25       06:01       06:35       21:01       21:35       22:10    23:11  11:09
20190821     05:27       06:02       06:36       21:00       21:33       22:08    23:38  12:07
20190822     05:28       06:03       06:37       20:58       21:31       22:07    55:38  13:05
20190823     05:29       06:04       06:38       20:57       21:30       22:05    00:08  14:06
20190824     05:30       06:05       06:39       20:55       21:28       22:03    00:42  15:08
20190825     05:32       06:06       06:40       20:54       21:27       22:01    01:22  16:11
20190826     05:33       06:07       06:41       20:52       21:25       21:59    02:09  17:13
20190827     05:34       06:09       06:41       20:51       21:23       21:58    03:05  18:12
20190828     05:35       06:10       06:42       20:49       21:22       21:56    04:09  19:06
20190829     05:37       06:11       06:43       20:48       21:20       21:54    05:20  19:53
20190830     05:38       06:12       06:44       20:46       21:19       21:52    06:35  20:35
20190831     05:39       06:13       06:45       20:45       21:17       21:51    07:51  21:12
20190901     05:40       06:14       06:46       20:43       21:15       21:49    09:06  21:47
20190902     05:41       06:15       06:47       20:41       21:14       21:47    10:19  22:21
20190903     05:42       06:16       06:48       20:40       21:12       21:45    11:30  22:55
20190904     05:44       06:17       06:49       20:38       21:10       21:43    12:39  23:30
20190905     05:45       06:18       06:50       20:37       21:09       21:42    13:46  55:30
20190906     05:46       06:19       06:51       20:35       21:07       21:40    14:50  00:09
20190907     05:47       06:20       06:52       20:33       21:05       21:38    15:49  00:51
20190908     05:48       06:21       06:53       20:32       21:04       21:36    16:44  01:38
20190909     05:49       06:22       06:54       20:30       21:02       21:34    17:32  02:28
20190910     05:50       06:23       06:54       20:29       21:00       21:33    18:15  03:22
20190911     05:51       06:24       06:55       20:27       20:59       21:31    18:52  04:19
20190912     05:52       06:25       06:56       20:25       20:57       21:29    19:25  05:16
20190913     05:53       06:26       06:57       20:24       20:55       21:27    19:54  06:13
20190914     05:54       06:27       06:58       20:22       20:54       21:26    20:22  07:10
20190915     05:56       06:28       06:59       20:21       20:52       21:24    20:48  08:07
20190916     05:57       06:29       07:00       20:19       20:50       21:22    21:14  09:04
20190917     05:58       06:30       07:01       20:17       20:49       21:20    21:41  10:01
20190918     05:59       06:31       07:02       20:16       20:47       21:19    22:10  10:59
20190919     06:00       06:31       07:03       20:14       20:45       21:17    22:42  11:59
20190920     06:01       06:32       07:03       20:13       20:44       21:15    23:18  13:00
20190921     06:02       06:33       07:04       20:11       20:42       21:13    55:18  14:01
20190922     06:03       06:34       07:05       20:09       20:40       21:12    00:02  15:02
20190923     06:04       06:35       07:06       20:08       20:39       21:10    00:52  16:00
20190924     06:05       06:36       07:07       20:06       20:37       21:08    01:51  16:54
20190925     06:06       06:37       07:08       20:04       20:35       21:07    02:57  17:43
20190926     06:07       06:38       07:09       20:03       20:34       21:05    04:08  18:26
20190927     06:08       06:39       07:10       20:01       20:32       21:03    05:23  19:05
20190928     06:09       06:40       07:11       20:00       20:31       21:02    06:38  19:41
20190929     06:10       06:41       07:12       19:58       20:29       21:00    07:52  20:15
20190930     06:11       06:42       07:13       19:57       20:27       20:58    09:06  20:49
20191001     06:12       06:43       07:13       19:55       20:26       20:57    10:19  21:25
20191002     06:13       06:44       07:14       19:54       20:24       20:55    11:29  22:03
20191003     06:14       06:45       07:15       19:52       20:23       20:54    12:37  22:45
20191004     06:15       06:45       07:16       19:50       20:21       20:52    13:41  23:31
20191005     06:15       06:46       07:17       19:49       20:20       20:50    14:38  55:31
20191006     06:16       06:47       07:18       19:47       20:18       20:49    15:30  00:21
20191007     06:17       06:48       07:19       19:46       20:17       20:47    16:15  01:15
20191008     06:18       06:49       07:20       19:44       20:15       20:46    16:53  02:12
20191009     06:19       06:50       07:21       19:43       20:14       20:44    17:27  03:09
20191010     06:20       06:51       07:22       19:41       20:12       20:43    17:58  04:06
20191011     06:21       06:52       07:23       19:40       20:11       20:41    18:26  05:03
20191012     06:22       06:53       07:24       19:39       20:09       20:40    18:52  06:00
20191013     06:23       06:54       07:25       19:37       20:08       20:38    19:18  06:57
20191014     06:24       06:55       07:25       19:36       20:06       20:37    19:44  07:55
20191015     06:25       06:56       07:26       19:34       20:05       20:36    20:12  08:53
20191016     06:26       06:57       07:27       19:33       20:04       20:34    20:43  09:53
20191017     06:27       06:58       07:28       19:31       20:02       20:33    21:18  10:54
20191018     06:28       06:58       07:29       19:30       20:01       20:32    21:59  11:56
20191019     06:29       06:59       07:30       19:29       20:00       20:30    22:46  12:57
20191020     06:30       07:00       07:31       19:27       19:58       20:29    23:41  13:55
20191021     06:31       07:01       07:32       19:26       19:57       20:28    55:41  14:49
20191022     06:31       07:02       07:33       19:25       19:56       20:26    00:43  15:38
20191023     06:32       07:03       07:34       19:24       19:55       20:25    01:50  16:21
20191024     06:33       07:04       07:35       19:22       19:53       20:24    03:01  17:00
20191025     06:34       07:05       07:36       19:21       19:52       20:23    04:13  17:36
20191026     06:35       07:06       07:37       19:20       19:51       20:22    05:27  18:09
20191027     06:36       07:07       07:38       19:19       19:50       20:21    06:40  18:43
20191028     06:37       07:08       07:39       19:17       19:49       20:19    07:53  19:17
20191029     06:38       07:09       07:40       19:16       19:47       20:18    09:05  19:54
20191030     06:39       07:10       07:41       19:15       19:46       20:17    10:16  20:35
20191031     06:40       07:11       07:42       19:14       19:45       20:16    11:24  21:20
20191101     06:41       07:12       07:43       19:13       19:44       20:15    12:27  22:10
20191102     06:42       07:13       07:44       19:12       19:43       20:14    13:23  23:04
20191103     06:43       07:14       07:45       19:11       19:42       20:13    14:11  55:04
20191104     06:44       07:15       07:46       19:10       19:41       20:12    14:53  00:01
20191105     06:45       07:16       07:47       19:09       19:40       20:11    15:29  00:59
20191106     06:46       07:17       07:48       19:08       19:39       20:11    16:00  01:57
20191107     06:47       07:18       07:49       19:07       19:39       20:10    16:29  02:55
20191108     06:48       07:19       07:50       19:06       19:38       20:09    16:55  03:52
20191109     06:49       07:20       07:51       19:05       19:37       20:08    17:21  04:49
20191110     06:49       07:21       07:52       19:04       19:36       20:07    17:47  05:46
20191111     06:50       07:22       07:53       19:04       19:35       20:07    18:14  06:44
20191112     06:51       07:23       07:54       19:03       19:35       20:06    18:44  07:44
20191113     06:52       07:24       07:55       19:02       19:34       20:05    19:18  08:46
20191114     06:53       07:25       07:57       19:01       19:33       20:04    19:57  09:49
20191115     06:54       07:26       07:58       19:00       19:33       20:04    20:43  10:51
20191116     06:55       07:27       07:59       19:00       19:32       20:03    21:36  11:51
20191117     06:56       07:27       08:00       18:59       19:31       20:03    22:36  12:47
20191118     06:57       07:28       08:01       18:59       19:31       20:02    23:41  13:38
20191119     06:58       07:29       08:02       18:58       19:30       20:02    55:41  14:22
20191120     06:59       07:30       08:03       18:57       19:30       20:01    00:49  15:01
20191121     07:00       07:31       08:04       18:57       19:29       20:01    01:59  15:36
20191122     07:01       07:32       08:05       18:56       19:29       20:00    03:10  16:09
20191123     07:02       07:33       08:06       18:56       19:28       20:00    04:20  16:40
20191124     07:02       07:34       08:07       18:55       19:28       20:00    05:31  17:13
20191125     07:03       07:35       08:08       18:55       19:28       19:59    06:42  17:47
20191126     07:04       07:36       08:09       18:55       19:27       19:59    07:53  18:26
20191127     07:05       07:37       08:10       18:54       19:27       19:59    09:03  19:08
20191128     07:06       07:38       08:11       18:54       19:27       19:59    10:09  19:57
20191129     07:07       07:39       08:12       18:54       19:27       19:58    11:09  20:50
20191130     07:08       07:40       08:13       18:54       19:26       19:58    12:03  21:47
20191201     07:09       07:41       08:13       18:53       19:26       19:58    12:48  22:46
20191202     07:09       07:41       08:14       18:53       19:26       19:58    13:28  23:45
20191203     07:10       07:42       08:15       18:53       19:26       19:58    14:01  55:45
20191204     07:11       07:43       08:16       18:53       19:26       19:58    14:31  00:43
20191205     07:12       07:44       08:17       18:53       19:26       19:58    14:58  01:41
20191206     07:13       07:45       08:18       18:53       19:26       19:58    15:24  02:38
20191207     07:14       07:46       08:19       18:53       19:26       19:58    15:49  03:34
20191208     07:14       07:46       08:20       18:53       19:26       19:58    16:15  04:32
20191209     07:15       07:47       08:20       18:53       19:26       19:58    16:44  05:31
20191210     07:16       07:48       08:21       18:53       19:26       19:59    17:16  06:32
20191211     07:17       07:49       08:22       18:53       19:27       19:59    17:53  07:35
20191212     07:17       07:50       08:23       18:54       19:27       19:59    18:37  08:39
20191213     07:18       07:50       08:23       18:54       19:27       19:59    19:28  09:42
20191214     07:19       07:51       08:24       18:54       19:27       19:59    20:27  10:41
20191215     07:19       07:52       08:25       18:54       19:28       20:00    21:32  11:35
20191216     07:20       07:52       08:26       18:55       19:28       20:00    22:41  12:22
20191217     07:21       07:53       08:26       18:55       19:28       20:00    23:51  13:03
20191218     07:21       07:53       08:27       18:55       19:29       20:01    55:51  13:39
20191219     07:22       07:54       08:27       18:56       19:29       20:01    01:01  14:12
20191220     07:22       07:55       08:28       18:56       19:29       20:02    02:10  14:43
20191221     07:23       07:55       08:29       18:57       19:30       20:02    03:19  15:14
20191222     07:23       07:56       08:29       18:57       19:30       20:03    04:27  15:46
20191223     07:24       07:56       08:30       18:58       19:31       20:03    05:36  16:22
20191224     07:24       07:57       08:30       18:58       19:31       20:04    06:45  17:01
20191225     07:25       07:57       08:30       18:59       19:32       20:04    07:52  17:46
20191226     07:25       07:57       08:31       18:59       19:33       20:05    08:54  18:37
20191227     07:26       07:58       08:31       19:00       19:33       20:06    09:51  19:32
20191228     07:26       07:58       08:32       19:01       19:34       20:06    10:41  20:31
20191229     07:26       07:59       08:32       19:01       19:35       20:07    11:23  21:31
20191230     07:27       07:59       08:32       19:02       19:35       20:07    12:00  22:30
20191231     07:27       07:59       08:32       19:03       19:36       20:08    12:31  23:29
20200101     07:27       07:59       08:33       19:03       19:37       20:09    12:59  55:29
20200102     07:27       08:00       08:33       19:04       19:37       20:10    13:25  00:26
20200103     07:28       08:00       08:33       19:05       19:38       20:10    13:51  01:23
20200104     07:28       08:00       08:33       19:06       19:39       20:11    14:16  02:19
20200105     07:28       08:00       08:33       19:07       19:40       20:12    14:43  03:17
20200106     07:28       08:00       08:33       19:08       19:41       20:13    15:13  04:16
20200107     07:28       08:00       08:33       19:08       19:41       20:14    15:47  05:18
20200108     07:28       08:00       08:33       19:09       19:42       20:14    16:28  06:21
20200109     07:28       08:00       08:33       19:10       19:43       20:15    17:16  07:25
20200110     07:28       08:00       08:33       19:11       19:44       20:16    18:12  08:27
20200111     07:28       08:00       08:33       19:12       19:45       20:17    19:16  09:25
20200112     07:28       08:00       08:33       19:13       19:46       20:18    20:26  10:16
20200113     07:28       08:00       08:33       19:14       19:47       20:19    21:38  11:01
20200114     07:28       08:00       08:32       19:15       19:48       20:20    22:50  11:39
20200115     07:28       07:59       08:32       19:16       19:49       20:20    55:50  12:14
20200116     07:27       07:59       08:32       19:17       19:50       20:21    00:01  12:46
20200117     07:27       07:59       08:32       19:18       19:50       20:22    01:11  13:17
20200118     07:27       07:59       08:31       19:19       19:51       20:23    02:20  13:49
20200119     07:27       07:58       08:31       19:20       19:52       20:24    03:28  14:23
20200120     07:26       07:58       08:30       19:21       19:53       20:25    04:35  15:00
20200121     07:26       07:58       08:30       19:22       19:54       20:26    05:41  15:42
20200122     07:26       07:57       08:30       19:23       19:55       20:27    06:44  16:29
20200123     07:25       07:57       08:29       19:24       19:56       20:28    07:42  17:22
20200124     07:25       07:56       08:28       19:25       19:57       20:29    08:34  18:19
20200125     07:24       07:56       08:28       19:26       19:58       20:30    09:19  19:18
20200126     07:24       07:55       08:27       19:27       19:59       20:31    09:57  20:18
20200127     07:23       07:55       08:27       19:28       20:00       20:32    10:31  21:17
20200128     07:23       07:54       08:26       19:29       20:01       20:33    11:00  22:15
20200129     07:22       07:53       08:25       19:31       20:03       20:34    11:27  23:12
20200130     07:21       07:53       08:25       19:32       20:04       20:35    11:52  55:12
20200131     07:21       07:52       08:24       19:33       20:05       20:36    12:17  00:09
20200201     07:20       07:51       08:23       19:34       20:06       20:37    12:43  01:05
20200202     07:19       07:51       08:22       19:35       20:07       20:38    13:11  02:03
20200203     07:19       07:50       08:21       19:36       20:08       20:39    13:42  03:02
20200204     07:18       07:49       08:21       19:37       20:09       20:40    14:19  04:03
20200205     07:17       07:48       08:20       19:38       20:10       20:41    15:02  05:06
20200206     07:16       07:47       08:19       19:39       20:11       20:42    15:54  06:08
20200207     07:15       07:46       08:18       19:40       20:12       20:43    16:54  07:08
20200208     07:14       07:45       08:17       19:41       20:13       20:44    18:02  08:02
20200209     07:14       07:44       08:16       19:42       20:14       20:45    19:15  08:51
20200210     07:13       07:44       08:15       19:44       20:15       20:46    20:30  09:33
20200211     07:12       07:43       08:14       19:45       20:16       20:47    21:44  10:11
20200212     07:11       07:42       08:13       19:46       20:17       20:48    22:57  10:45
20200213     07:10       07:40       08:12       19:47       20:18       20:49    55:57  11:18
20200214     07:09       07:39       08:11       19:48       20:19       20:50    00:09  11:50
20200215     07:08       07:38       08:09       19:49       20:20       20:51    01:19  12:24
20200216     07:06       07:37       08:08       19:50       20:21       20:52    02:28  13:00
20200217     07:05       07:36       08:07       19:51       20:22       20:53    03:35  13:41
20200218     07:04       07:35       08:06       19:52       20:23       20:54    04:39  14:26
20200219     07:03       07:34       08:05       19:53       20:24       20:55    05:38  15:17
20200220     07:02       07:33       08:03       19:54       20:25       20:56    06:31  16:12
20200221     07:01       07:31       08:02       19:55       20:26       20:57    07:17  17:10
20200222     06:59       07:30       08:01       19:56       20:27       20:58    07:57  18:09
20200223     06:58       07:29       08:00       19:57       20:28       20:59    08:31  19:08
20200224     06:57       07:28       07:58       19:58       20:29       21:00    09:02  20:07
20200225     06:56       07:26       07:57       19:59       20:30       21:01    09:29  21:04
